make,model,highway08,city08,comb08,cylinders,drive,fule Type,year
Hyundai,Sonata,34,22,26,4,Front-Wheel Drive,Regular,2012
Hyundai,Sonata,35,24,28,4,Front-Wheel Drive,Regular,2012
Hyundai,Sonata,35,24,28,4,Front-Wheel Drive,Regular,2012
Hyundai,Genesis,25,17,20,8,Rear-Wheel Drive,Premium,2012
Rolls-Royce,Phantom,18,11,14,12,Rear-Wheel Drive,Premium,2012
Rolls-Royce,Phantom EWB,18,11,14,12,Rear-Wheel Drive,Premium,2012
Cadillac,CTS Wagon,26,18,21,6,Rear-Wheel Drive,Regular,2012
Cadillac,CTS Wagon,18,12,14,8,Rear-Wheel Drive,Premium,2012
Cadillac,CTS Wagon,19,14,16,8,Rear-Wheel Drive,Premium,2012
Cadillac,CTS Wagon AWD,26,18,21,6,All-Wheel Drive,Regular,2012
Hyundai,Elantra Touring,30,23,26,4,Front-Wheel Drive,Regular,2012
Hyundai,Elantra Touring,31,23,26,4,Front-Wheel Drive,Regular,2012
Saab,9-3 SportCombi,28,18,22,4,Front-Wheel Drive,Gasoline or E85,2012
Saab,9-3 SportCombi,33,20,25,4,Front-Wheel Drive,Gasoline or E85,2012
Chevrolet,Colorado 2WD,23,17,19,5,Rear-Wheel Drive,Regular,2012
Chevrolet,Colorado Crew Cab 2WD,23,17,19,5,Rear-Wheel Drive,Regular,2012
Chevrolet,Colorado Cab Chassis inc 2WD,20,15,17,5,Rear-Wheel Drive,Regular,2012
GMC,Canyon 2WD,23,17,19,5,Rear-Wheel Drive,Regular,2012
GMC,Canyon Cab Chassis Inc 2WD,20,15,17,5,Rear-Wheel Drive,Regular,2012
GMC,Canyon Crew Cab 2WD,23,17,19,5,Rear-Wheel Drive,Regular,2012
Chevrolet,Colorado 4WD,23,17,19,5,4-Wheel Drive,Regular,2012
Chevrolet,Colorado Crew Cab 4WD,21,16,18,5,4-Wheel Drive,Regular,2012
Chevrolet,Colorado Cab Chassis inc 4WD,21,16,18,5,4-Wheel Drive,Regular,2012
GMC,Canyon 4WD,23,17,19,5,4-Wheel Drive,Regular,2012
GMC,Canyon Crew Cab 4WD,21,16,18,5,4-Wheel Drive,Regular,2012
GMC,Canyon Cab Chassis Inc 4WD,21,16,18,5,4-Wheel Drive,Regular,2012
Chevrolet,Silverado C15 2WD,21,15,17,8,Rear-Wheel Drive,Gasoline or E85,2012
Chevrolet,Silverado C15 2WD,18,13,14,8,Rear-Wheel Drive,Gasoline or E85,2012
Chevrolet,Silverado C15 2WD,20,15,17,6,Rear-Wheel Drive,Regular,2012
Chevrolet,Silverado C15 2WD,19,14,16,8,Rear-Wheel Drive,Gasoline or E85,2012
Chevrolet,Silverado C15 XFE 2WD,22,15,18,8,Rear-Wheel Drive,Gasoline or E85,2012
Dodge,Ram 1500 Pickup 2WD,20,14,16,6,Rear-Wheel Drive,Regular,2012
Dodge,Ram 1500 Pickup 2WD,20,14,16,8,Rear-Wheel Drive,Midgrade,2012
GMC,Sierra C15 XFE 2WD,22,15,18,8,Rear-Wheel Drive,Gasoline or E85,2012
GMC,Sierra C15 2WD,21,15,17,8,Rear-Wheel Drive,Gasoline or E85,2012
GMC,Sierra C15 2WD,18,13,14,8,Rear-Wheel Drive,Gasoline or E85,2012
GMC,Sierra C15 2WD,20,15,17,6,Rear-Wheel Drive,Regular,2012
GMC,Sierra C15 2WD,19,14,16,8,Rear-Wheel Drive,Gasoline or E85,2012
Chevrolet,Silverado K15 4WD,21,15,17,8,4-Wheel Drive,Gasoline or E85,2012
Chevrolet,Silverado K15 4WD,18,12,14,8,4-Wheel Drive,Gasoline or E85,2012
Chevrolet,Silverado K15 4WD,18,14,15,6,4-Wheel Drive,Regular,2012
Chevrolet,Silverado K15 4WD,18,13,15,8,4-Wheel Drive,Gasoline or E85,2012
Dodge,Ram 1500 Pickup 4WD,19,13,15,8,4-Wheel Drive,Midgrade,2012
